Texto,Clasificacion
"Pero no sólo eso. Bueno, se hace ahora sí que lo mero principal: la tortilla. Y con el maíz se alimentan los animales de patio, de corral: las gallinas, los pavos, los puerquitos. Y por lo general, el maíz se siembra asociado al frijol, porque el frijol, entre otras virtudes alimenticias, también ayuda a fertilizar el suelo, es nutriente para el suelo, porque eso se combina. Y ahí mismo, en la milpa y donde está el frijol sembrado, también se cultiva la calabaza y otros alimentos. Entonces, maíz-frijol, pues es carbohidratos y proteína, es lo más sano, es exactamente lo opuesto a la comida chatarra.",economia
"Por eso se dice bien cuando se habla de que sin maíz no hay país. Y nos da muchísimo gusto que estos programas lleguen a todas las regiones de México, hasta los pueblos más apartados. Ya, por ejemplo, en Guerrero es 100 por ciento la entrega de fertilizantes y ahora van ustedes a escuchar cómo ha ido creciendo la producción, primero era producción para el autoconsumo y ahora ya hay excedentes, incluso ya pueden vender maíz, porque se está incrementando la producción con el abono, así se le llama en el campo al fertilizante.",economia
" Bueno, en todos los juicios que están en proceso por corrupción, si hay detenidos que quieren resolver su asunto, lo que se le está pidiendo respetuosamente a la fiscalía y a los jueces es que se repare el daño, que eso sea lo primero.",seguridad
"Imagínense, hubo una vez, no hace mucho, un hermano de un presidente que fue a la cárcel, lo acusaron por manejo ilícito de dinero, lo que se conoce como lavado de dinero, incluso hasta una institución bancaria de Estados Unidos estuvo involucrada, porque se demostró que se habían transferido 100 millones de dólares de México por este banco famoso de Estados Unidos a Suiza o a no sé dónde, intervino hasta el Senado de Estados Unidos, se demostró. Pasa el tiempo, sale de la cárcel y le devuelven todo. Así era antes y así quieren ahora los conservadores que siga México. Entonces, nosotros lo que estamos buscando es que reparen daño, devolverle al pueblo lo robado.",seguridad
"En el caso de Nitrogenados, pues fue una compra que se hizo y se pagó más de lo que valía la planta, se hizo una auditoría y se encontró que se pagaron 200 millones de dólares adicionales en esa planta. Entonces, el señor que participó en la venta para llevar su proceso en libertad se comprometió a devolver los 200 millones de dólares; ya ha devuelto 100.",economia
"Entonces, esto aplica para todos. Si no hay devolución de dinero, si no hay reparación del daño, pues no podemos nosotros estar de acuerdo con la fiscalía o con los jueces, que son al final los encargados de decidir sobre este asunto.",economia
"Si el señor Lozoya está dispuesto, sus abogados, en la reparación del daño, pues sí hay posibilidad de que pueda llevar su proceso en libertad, pero se tiene que reparar el daño.",seguridad
" Ah, no, da muy poquito. No, no, eso lo ve el Ministerio Público y lo ve Pemex, pero no es esa la cantidad. O sea, aquí no se puede asegurar cuánto fue el daño, pero sí hay peritajes y sí hay auditorías. Estoy seguro que esa cantidad de tres millones…",seguridad
" No, no, no es, pero, de todas maneras, si ellos están dispuestos a eso, creo yo que la fiscalía y el juzgado podrían tomar en consideración de que hay esa disposición a la reparación del daño, eso ayuda mucho.",seguridad
"Por ejemplo, estos 100 millones de dólares que ya se recuperaron del pago excesivo en la planta de Nitrogenados pues son para fertilizantes, es para los productores y es para producir alimentos, eso sí estamos nosotros en condiciones de que se llegue a acuerdos.",economia
"No tenemos ningún problema financiero en el país; tan es así, que por eso está muy fuerte el peso, es de las monedas, si no es que es la moneda más fuerte del mundo con relación al dólar. No sé cómo amaneció hoy, pero a ver si…",economia
"Miren, está muy fuerte el peso porque está muy fuerte la economía de México y sus finanzas.",economia
"En el caso de que hiciera falta ayudar a Pemex, lo haríamos. Ya Pemex va a pasar este año, a finales, a estar entre los países del mundo que producen petróleo con más capacidad de refinación, es un salto cualitativo.",economia
"Antes de eso, es que me llamó mucho la atención lo de los rieles. Para que quede contento el Reforma y Xóchitl, ¿qué les parece si los pintamos de amarillo?, no de amarillo por el amarillismo.",opinion
" Pues ya se ha hablado mucho, es toda una intelectualidad vinculada al conservadurismo. Antes se encargaban de legitimar la corrupción, de legalizar la corrupción, tenían el papel de alcahuetes del régimen, recibían muchas prebendas, eran como sociedades de grupos de intelectuales orgánicos manejados unos por Krauze y otros por Héctor Aguilar Camín, esto desde Salinas, que los cooptó a todos.",competencia
"Entonces, Salinas los maneja a los dos, a los dos grupos, y va cooptando tanto a los intelectuales abiertamente de derecha, que pertenecían a los cercanos a Paz, como a los de Héctor Aguilar Camín, que no quiero mencionar, porque es muy lamentable la forma cómo los cooptaron.",competencia
"Entonces, Krauze hizo mucha obra así. Ya hablábamos de un libro que financió la Secretaría de Gobernación cuando estaba Creel, exaltando a Luis Terrazas de Chihuahua. ¿Se acuerdan que se decía que Terrazas no era de Chihuahua, sino Chihuahua era de Terrazas? Pues lo convierte en un héroe Krauze.",competencia
"Y de ahí viene Sheridan. Nada más basta… ¿Por qué no lo pones otra vez a Sheridan?, para darnos una idea, independientemente si da clases o no clases, si cobra sin trabajar, si es titulado o no es titulado.",opinion
"Miren esto, porque esto muestra la decadencia intelectual a la que llegamos, a la que nos llevó la política neoliberal, que no fue nada más crisis en lo económico, en lo social o en lo político, o en lo moral, fue también esto. ¿Dónde están los intelectuales que defienden al pueblo?",competencia
"‘Según un periódico —es que es una joya esto, es igual como lo de los rieles— según un periódico, AMLO declaró hoy: Le tengo un profundo amor y admiración al pueblo de México’. Pues claro, son mis convicciones, me siento orgulloso, son mis ideales, es mi humanismo.",opinion
"‘Lo mejor que tenemos en México’. Siempre he dicho que la mayor riqueza de México es la honestidad de su pueblo, muy contrario a lo que piensan los conservadores, muy contrario. Por siglos, el pensamiento conservador siempre ha sostenido que el pueblo es flojo, es indolente, que no sabe.",opinion
"Dice él: ‘No estoy de acuerdo’. Aclaro, así como él, piensan millones, así como él piensa, el señor del que hablaba yo hace unos días que me vio en el avión, pero ellos no lo ven como algo raro o irracional, ellos lo ven como algo normal, por eso con ellos no hay que debatir, hay que ser respetuosos y decirles: Siga usted su camino, ahí la lleva.",competencia
"Pero pensamos distinto, ¿para qué nos vamos a enfrascar en un pleito? Si acaso, a los hijos y sobre todo a la gente humilde, que es además muy receptiva, no tiene prejuicios, no tiene la idea de que lo sabe todo. De ahí la actitud de humildad, y ahí sí se puede ir orientando, concientizando. Y no cuesta mucho porque abajo en las comunidades, en las familias, en el México profundo hay muchos valores culturales, morales, espirituales que vienen de las grandes culturas que florecieron en México antes de la llegada de los europeos. Traemos esa herencia, ese legado, y por eso digo que el pueblo de México es un pueblo bueno, noble, trabajador.",competencia
"Por ejemplo, ¿cuál fue la imagen que manejaron durante siglos los conservadores? De que el pueblo era flojo. Ya hemos hablado del ejemplo de nuestros paisanos migrantes. Si el pueblo de México fuese flojo, indolente, no saldría adelante en ninguna parte.",competencia
"Ayer dio el Banco de México a conocer la cifra de las remesas de noviembre, ya tenemos la proyección de lo que viene en diciembre, vamos a estar como en 58 mil 500 millones de dólares de remesas el año pasado, 13 por ciento más que las remesas del 22, perdón, del 21. Ya tenemos la proyección de que para diciembre hay un aumento considerable, porque aumentaron en noviembre.",economia
"Hicimos una proyección y ayer el Banco de México… Fíjense como son nuestros economistas, que… A ver si está la gráfica donde proyectamos que iban a ser tres mil 800 millones de dólares en noviembre, la gráfica que acabo de presentar hace unos días. Y creo que fueron, ayer dio a conocer el banco, tres mil 801, fallamos por…",economia
"Aquí está. Ah, cuatro mil, perdón, cuatro mil 662 fue el año pasado, nosotros proyectamos cuatro mil 800.",economia
" Exacto lo que proyectamos, porque nosotros tenemos una manera de saber. Y en diciembre —a ver si Carlos te manda la proyección que tenemos— vamos a aumentar, va a andar como en 58 mil 440 millones de dólares el año 2022, 13 por ciento de aumento con relación al 2021. Pero es la principal fuente de ingresos del país.",economia
"Tenemos un pueblo muy trabajador, los trabajadores de la construcción de México son los más demandados en Estados Unidos, y todos los trabajadores. Hay migrantes, que todos son excepcionales, todos los migrantes del mundo son seres excepcionales, que merecen profundo respeto, pero los migrantes mexicanos son de lo mejor, responsables, trabajadores, no olvidan a sus familiares. Bueno, aquí está la prueba.",exterior
"Y por el lado de Aguilar Camín, pues es lo mismo. Entonces, su enojo con nosotros, además de lo ideológico, que no es lo principal porque ellos son muy pragmáticos y les gusta mucho el dinero, lo que les molesta es de que ya no reciben dinero del gobierno, porque ya se habían acostumbrado.",competencia
"Este Sheridan con Krauze hacen una revista, Letras Libres, y tiraban 10 mil ejemplares y el gobierno les compraba nueve mil, y las vendían carísimas; y libros, daban cursos, información, y es el mismo esquema de Aguilar Camín y su equipo, editaban libros, contenidos de libros a la medida. Entonces, ese es el asunto de fondo.",seguridad
"El caso de Aguilar Camín, se lleva a gente que había estado en la izquierda, en posturas de avanzada, defendiendo causas justas, economistas, y los jala a todos. Y cuando empieza la campaña Salinas, él va en la comitiva, porque hacen acto publicitario y salen de la estación de Buenavista en tren, y ahí están las fotos, Salinas y los intelectuales.",competencia
"Por eso cuando dicen ‘hay que buscar el acuerdo con los intelectuales, con los empresarios, con los de arriba’, pues sí, hay que gobernar para todos, pero no se puede poner el futuro de un país, la transformación de México en manos de gente que nada más son leales al dinero.",competencia
"En cambio, el pueblo raso es derecho, es leal, es agradecido, solidario. A nosotros son los que nos han sacado a flote, el pueblo, no los medios de información, no los empresarios, no los intelectuales.",opinion
"Entonces, es una época de decadencia, todo el periodo neoliberal. Y esa es la diferencia entre la crisis y la decadencia, porque una crisis puede afectar en lo económico o en lo social, en uno de los campos, de los terrenos de la vida pública, pero una decadencia es un proceso de degradación progresivo que atañe a todo, eso era lo que parecíamos.",opinion
"Hay un poema de Paz, que es el que más me gusta, a ver si lo encontramos, habla de su abuelo y de su padre. Es que tiene que ver con la formación, con la intelectualidad. El abuelo de Paz, Irineo Paz, fue revolucionario desde la época del movimiento reformista. Y fue periodista, tenía un periódico que se llamaba La Patria o Patria, y era combativo, era de los periodistas más opositores. Claro, fue pasando el tiempo y ya cuando tiene casi todo el control Porfirio Díaz ya lo mete al aro.",opinion
"Y el papá —es donde habla de la pólvora y el mantel— y el papá también fue revolucionario y estuvo con Zapata y creo que fue magonista, así es, ¿verdad? Y Paz, bueno, como poeta, como escritor de primer orden, pero en lo político, sobre todo al final, esto es lo que lo describe o él mismo se define, se llama Canción mexicana, fíjense que poema tan bello:",opinion
"Lo mismo a la prensa del antiguo régimen que está en contra de nosotros, pues los del Reforma. Pero no es nada personal, ni con Claudio X. González papá, se lo dije, hace como un mes que lo vi, que estuvimos así, que me habló que por qué se polarizaba, le digo: No, si no se polariza, se politiza.",competencia
"Y con toda franqueza les hice ver que para transformar se necesitaba una base social y que además era uno muy feliz ayudando a los pobres. No hay nada que compense o que se equipare con la satisfacción que produce, la dicha que produce ayudar a la gente humilde, a la gente pobre, ni todo el oro del mundo vale eso.",apoyo
"Pero además ayudando a los pobres va uno a la segura, porque ya sabe que cuando se necesite defender, en este caso la transformación, se cuenta con el apoyo de ellos, no así con sectores de clase media, ni con los de arriba, ni con los medios, ni con la intelectualidad.",apoyo
"Entonces, no es un asunto personal, es un asunto de estrategia política. Y el ejemplo muy doloroso que tenemos los mexicanos es el caso del asesinato del presidente Madero, un hombre bueno, un santo, que quería que se estableciera una auténtica democracia en nuestro país, que se garantizaran las libertades, se adelantó muchísimo a su tiempo, pero predicaba en el desierto y con lo que podía llevar a cabo su plan, y no era fácil, la condición era el que se apoyara con los campesinos, con el zapatismo, para afianzarse y enfrentar al antiguo régimen porque, imagínense, 34 años de poder el porfiriato. ¿Cómo se enfrenta eso? Una cosa muy complicada en todos los sentidos.",opinion
"El conservadurismo estaba, pero en su apogeo, el militarismo, la represión, el autoritarismo, el clasismo, el racismo, entonces sí era algo muy complicado. Sólo con esa alianza podía, y no iba a ser fácil, hacer realidad su sueño democrático.",competencia
"Y ahora… Ah, cuando las guacamayas, lo mismo, ‘se acabó ya’, que porque tengo tiroides, hipertensión y otros achaques, ‘ya se está muriendo, ya ahora sí’.",competencia
"Y ahora esta diferencia —ah, lo de la cuestión electoral— y ahora esta diferencia con el Poder Judicial, pues, adelante. Están muy molestos.",seguridad
"Es que no me ha respondido Loret de Mola, no me ha podido explicar cómo hizo tanto dinero, porque tiene como seis, ocho departamentos entre él y su esposa, de lo que se conoce, y tiene uno que es de los más lujosos departamentos de México.",seguridad
"Y luego tiene una mansión en Valle de Bravo, una mansión. Ya para vivir en Valle de Bravo… Digo, ahí vive gente muy trabajadora y también empresarios que merecen mucho respeto, pero se ha puesto de moda para algunos políticos irse a vivir allá. No sé si se acuerdan que hubo un decomiso de una casa del que fue gobernador de Veracruz allá en Valle de Bravo, así, una casa así. Entonces, este Loret tiene una casa, una mansión; ojalá y la diera a conocer, cómo la compró, en cuánto.",seguridad
"Entonces, después que nos explique eso pues ya va a tener mucha autoridad moral, credibilidad. Y si de pasada nos explica cómo fue que hizo el montaje, aquí que vengan a explicarnos cómo fue que hizo el montaje cuando García Luna, cuando agarraron —¿por qué no pones eso?— en televisión, en el Canal de las Estrellas, metiéndole su zape a Vallarta.",seguridad
"Pero, ¿sí está? Es para los jóvenes, para que vean el nivel de degradación. Hablábamos de los intelectuales, lo mismo en el periodismo. No todos, no todos, no todos, no se puede generalizar, hay honrosas excepciones, hablamos de los intelectuales, lo mismo en el periodismo. A ver si lo pones.",opinion
" Ya. Resulta que el que lo estaba jalando, uno de los que estaba ahí, es el que está fugado en Israel, es el que está en Israel, ¿no?",exterior
"Vamos a seguirlos enfrentando, porque están muy molestos, pero hay que limpiar de corrupción el país, hay que purificar la vida pública.",seguridad
"Y esto del Poder Judicial, como tú lo sostienes, por primera vez hay autonomía en el Poder Judicial, porque dependían los ministros del presidente.",seguridad
"No. Entonces, yo se los voy a decir, había dos candidatos al final, la licenciada Piña y el licenciado Gutiérrez Ortiz Mena, eran los dos. Entonces, por Ortiz Mena votó el presidente de la Corte, Arturo Zaldívar, votó Loretta, ahí van dos que simpatizan con nosotros que no me hicieron caso, si se tratara de eso, porque yo aquí dije de que no era correcto que el que había estado de director jurídico del SAT con Fox, cuando se habían ocultado las condonaciones de impuestos, y luego había estado de Grandes Contribuyentes, de director de Grandes Contribuyentes, y luego director del SAT. Pues cómo, si de por sí la Corte está dedicada nada más a defender intereses financieros o de los financieros.",competencia
"A ver, díganme ustedes si conocen una decisión de la Corte que haya ayudado al pueblo. No hay nada, al pueblo estoy hablando, no; al contrario, al contrario. Me acuerdo que cuando pedimos que se hiciera una consulta y se le preguntara al pueblo si querían que se privatizara el petróleo o no, conseguimos las firmas que establece la ley, que solicita la ley, más de tres millones, y declararon que era improcedente, porque estaban metidos en el enjuague de la privatización del petróleo, los ministros.",economia
"Perjudicar al pueblo, porque es defraudación fiscal, es menos dinero a la hacienda pública y menos dinero para la gente.",economia
"¿Por qué no lo dicen en los medios? ¿No les parece extraño? Porque no informan o dan a conocer sólo lo que les conviene. Y ahora, como están en la lanzada en contra nuestra, pues eso no les ayuda en sus esquemas maniqueos de que ellos son los buenos y nosotros somos los malos, porque ¿para qué se matiza? Pporque si dicen que la licenciada Yasmín votó por la licenciada Piña, bueno, ¿cómo está esto, entonces?",competencia
"Entonces, son todas estas cosas. Afortunadamente, regreso a lo mismo, la gente está muy consciente, mucho, mucho muy consciente. Ayer estaba yo viendo las redes, por ejemplo, y decían: ‘Qué gusto me da que los adultos mayores tengan una pensión bimestral de cuatro mil 800 pesos’. ¿A dónde se iba todo ese dinero? Como lo que dijo ahora Octavio, ¿cuánto aumentó la deuda de Pemex el sexenio pasado?",apoyo
" Va a contestar el director de Pemex, porque es un buen tema, y que nos informe cómo hemos ido avanzando, buscando acuerdos también con los dirigentes de las secciones sindicales.",economia
"Podía un trabajador laborar 10, 15, 20 años, como eventual, por contrato, y entraba después un trabajador, o sea, con menos antigüedad, venían las basificaciones y tomaban en cuenta al de menos antigüedad porque eso correspondía, y sigue correspondiendo, de acuerdo al contrato colectivo, a los líderes sindicales. Y no todos, pero había algunos, o hay todavía algunos, que hacían sus transas, ya sea que pedían dinero, lo que se decía antes de la venta de la plaza, se vendían las plazas o las plazas eran para los allegados, hasta para los familiares de los dirigentes.",economia
"Entonces, eso ya lo estamos cuidando mucho. Es importante que se sepa, porque si hay sindicatos en donde esas prácticas se siguen presentando, pues que se sepa que estamos hablando con los dirigentes sindicales que nos ayuden para que la basificación se dé a partir de la antigüedad.",economia
" Bueno, hay que verlo. La Marina, que se hace cargo de la vigilancia de toda la zona del mar de Campeche, donde están las plataformas, pues tiene ya bastante trabajo y existen estos contratos con empresas que rentan los helicópteros para ir a las plataformas.",economia
"Lamento mucho lo que pasó. Fue hace aproximadamente una semana, 10 días, perdieron la vida dos pilotos, un piloto y el copiloto, cayeron en el mar. Se está haciendo la investigación que corresponde.",seguridad
"Pero lo que tú planteas es algo que podría verse con la Secretaría de Marina, que en vez de hacer estos contratos… Y si no existe la capacidad suficiente, si no hay el profesionalismo suficiente, si no se les paga bien a los pilotos, si se corren riesgos, si se están desplomando, cayendo, si hay accidentes en estos helicópteros, pues que se busque una solución de fondo.",seguridad
"Y aunque la forma también es fondo, pues un encuentro como este es para que sigamos avanzando en la integración económica, en la cooperación con otros países del continente americano, es algo que el presidente Biden ha estado planteando, que logremos la unidad.",exterior
"Siempre habla de pie de igualdad, respetando las soberanías de los países, y con mucho interés para fortalecer las relaciones con México; mucho, mucho, mucho interés. Es que estamos muy hermanados, ya son alrededor de 40 millones de mexicanos que viven y que trabajan en Estados Unidos; ahora en los últimos tiempos están llegando a México a vivir, a trabajar estadounidenses, que son también bienvenidos, porque México es muy atractivo, mucho muy atractivo.",exterior
"Me da muchísimo gusto. Me decía Beatriz que en Brasil, un respeto, un cariño por los mexicanos, pero notorio. Fíjense lo importante que ha sido la política exterior de México, sobre todo lo relacionado con garantizar el derecho de asilo. Donde quiera que se va a América del Sur, donde se padecieron dictaduras, hubo golpes de Estado y muchos se vinieron a México, le tienen un amor a nuestro país igual que a su país. Y es muy común que argentinos tengan hijos mexicanos, chilenos, en este caso brasileños, del exilio. Y una relación con México de tiempo atrás.",exterior
"Todo esto se había mantenido pues en el estancamiento, en el inmovilismo, porque México nada más volteaba a ver hacia el norte, y lo decían en el sur. Y ahora claro que volteamos al ver al norte, pero también volteamos a ver al sur, a nuestra América.",exterior
"Y tenemos relaciones con todos los países del mundo. Vino el presidente de Alemania, estuvimos platicando y ahora me dice Beatriz que llega a la toma de posesión del presidente Lula y la ve y de inmediato a hablar con ella, a preguntarle sobre México. Y así de distintos países, sobre todo de América Latina.",exterior
"Ahí me pasó por teléfono al presidente de Argentina, al presidente de Paraguay, al presidente de Ecuador, estuve ahí, que los… estaban cerca. Y todos muy bien y el presidente Lula excepcional, todos.",exterior
"Entonces México tiene desde hace mucho tiempo el respeto, la admiración de otros pueblos en el mundo. Debemos de sentirnos muy orgullosos de eso, de nuestro país, por eso es que es muy importante México, la grandeza de México.",exterior
"Un día a ver si traemos aquí como un análisis histórico del desarrollo cultural de México por eras o etapas. Don Pepe Iturriaga, sí, y Vasconcelos también lo decía, don Pepe decía que todavía ―con todo respeto, ¿no?― pastaban los búfalos en lo que hoy es Nueva York, y ya en México había universidades y bibliotecas. Y estamos hablando de hace muy poco, pero México tiene culturas milenarias.",opinion
"Vasconcelos también decía lo mismo. En Ulises, el criollo, escribió de cuánto le tocó vivir de niño allá en la frontera, allá en Piedras Negras, y que se peleaban los niños de Estados Unidos y de México, y los insultos y todo, los niños de aquí les decían a los de allá ‘gringo’, y los niños de allá les contestaban… ¿Cómo se llama? ¿Cómo se dice en inglés cuando uno tiene grasa?",opinion
"Y hoy tengo una reunión, al rato, con Marcelo Ebrard, vamos a desayunar para ver cómo está el programa, el programa de lo del encuentro bilateral y la trilateral, o la cumbre de los tres países, hoy vamos a ver el programa, por eso les decía que mañana platicamos sobre esto.",exterior
"Bueno, vamos a informar sobre el avance en el rescate arqueológico de toda la región del sureste, los cinco estados por donde va a transitar, va a pasar el Tren Maya. Se está haciendo un rescate arqueológico cuidadoso y muy profundo, lo que no se ha hecho en muchísimo tiempo; es el rescate de toda una gran área, una nación, algo espléndido. Y son muchos los arqueólogos, antropólogos que están trabajando.",economia
"Y se va a ir dando a conocer lo nuevo que se está descubriendo para que no se piense sólo en el tren, que sí es un medio de transporte moderno, importante, pero lo esencial es la comunicación y el rescate las antiguas ciudades mayas de toda esta región del país. El antropólogo Diego Prieto va a informarles.",economia
"Y luego Marcelo Ebrard, secretario de Relaciones Exteriores, les va a dar a conocer el programa sobre la visita del presidente de Estados Unidos y del primer ministro de Canadá.",exterior
"Son los dos temas que tenemos para hoy. No vamos a tardar mucho porque también hoy inician los festejos por los 200 años de la creación del Colegio Militar, entonces hoy vamos a estar en la ceremonia de inicio, hoy, en el Campo Marte, y por eso vamos a buscar no alargar mucho la conferencia. Empezamos, entonces, con Diego.",seguridad
" Sí, van a darse mensajes informativos, ya posteriormente se va a informar, claro que se va a informar permanentemente de todo el encuentro, de la cumbre, y van a haber comunicados conjuntos en lo bilateral, en lo que tiene que ver con los tres países, de modo que va a haber información.",exterior
" Sí, cuando hay elecciones se adelantan los apoyos para no entregarlos durante las campañas, eso se ha hecho siempre, en vez de entregar un bimestre, se entregan dos para que pase la elección y luego ya continúa normal.",apoyo
"Seguramente eso se va a hacer en el caso del Estado de México y de Coahuila para no interferir. El apoyo a los adultos mayores, por ejemplo, en el Estado de México y en Coahuila se va a entregar con anticipación. Puede ser que sea este bimestre y ya el que viene va a incluir el siguiente para que alcance a pasar la elección.",apoyo
" Sí, es muy oportuno tu planteamiento porque acabamos de hacer una evaluación, bueno, constantemente estamos trabajando, y de los dos mil 700 bancos o sucursales del Banco del Bienestar, dos mil 700 sucursales del Banco del Bienestar, nos faltan conseguir 200 terrenos.",apoyo
"Precisamente en Hidalgo hay un faltante de como 15 o 20 terrenos. Hoy tengo una reunión regresando del homenaje de la ceremonia de los Niños Héroes, de los cadetes del Colegio Militar, para ver con los coordinadores estatales, Abraham, por ejemplo, en el caso de Hidalgo, cómo vamos a tener estos 200 terrenos.",seguridad
"A ver si Laura nos manda el informe de la Secretaría de la Defensa, de los ingenieros militares, porque me sirve para que la gente nos ayude a que se tengan los terrenos.",seguridad
"Ya con el apoyo de la Secretaría de la Defensa, de los comandantes de región, comandantes de zona, con los gobernadores, presidentes municipales, ya hemos llegado a dos mil 500 terrenos, de los dos mil 700, incluso ya están en proceso de construcción, terminados como dos mil sucursales y en proceso como 200, que ya tenemos terrenos, pero necesitamos, a más tardar en marzo tenerlos todos, porque el propósito es tener toda la red completa en julio de este año.",seguridad
"Va a ser, desde luego, el banco con más sucursales en todo el país, porque son dos mil 700, más las que ya existían, casi tres mil. Actualmente el banco que tiene más sucursales es Azteca, tiene mil 900 en todo el país, no sé cuál es el otro banco que le sigue, pero el Banco del Bienestar va a ser el banco con más sucursales y en los pueblos más apartados.",apoyo
"Estamos haciendo sucursales del Banco del Bienestar en mil municipios en donde no hay ni una institución bancaria de ningún banco, mil municipios, pero ahí sí va a haber Banco del Bienestar.",apoyo
"Y necesitamos todos seguir avanzando para la dispersión de los recursos y por eso también nos estamos organizando informando de cuándo pueden ir a las sucursales para recibir lo que por derecho les corresponde, qué día, para que no haya mucha gente, sobre todo adultos mayores esperando, que ya sepan de acuerdo a la letra inicial de su apellido paterno cuándo les toca ir.",apoyo
"Ahora también vamos a poner de nuevo el calendario, que esto nos ayuda porque, si no, tenemos problemas. Por ahí estaba yo viendo un mensaje de esos de los que no nos quieren o que tienen sus dudas, desde luego todo el derecho a criticar, pero pasa un carro y hay un Banco del Bienestar y dice: ‘Miren, está vacío’. Pues ahora ojalá y estén vacíos, lo que queremos es que no haya mucha gente porque imagínense a dos mil 700 sucursales nuevas sólo llevarle el dinero para los cajeros, estamos hablando de las regiones más apartadas. ¿Y cuánto dinero?, pues como 600 mil millones de pesos al año. Cuántas veces se tienen que estar abasteciendo los cajeros.",apoyo
" Ah, pues todos los programas de Bienestar implican una inversión, que no gasto, pues de más de un billón de pesos. Nunca en la historia se había distribuido tanto en beneficio de la gente.",apoyo
"Porque hay programas universales, el adulto mayor no es sólo para la gente pobre, es para todos, porque es una recompensa, un reconocimiento al que ya trabajó, ya aportó al desarrollo de México, sea rico, sea pobre, y después de los 65 años debe de recibir algo como reconocimiento, es un derecho.",apoyo
"Eso se aplica, ya lo hemos aquí dicho varias veces, en países europeos, se llama Estado de bienestar: cuando uno llega a una determinada edad, después de 60, 65 años, ya empieza uno a recibir una pensión, aunque no se haya trabajado en una empresa, sólo por el pertenecer a ese país; lo mismo servicios médicos, becas. Es garantizar la seguridad del ser humano desde que nace hasta que muere, desde la cuna hasta la tumba. Ese fue el mayor aporte en toda Europa, desde mi punto de vista, después de la Segunda Guerra Mundial: el establecimiento del Estado del bienestar.",apoyo
"Y de manera irresponsable e insensata los gobiernos neoliberales empezaron a socavar ese sistema que se había establecido con el tiempo y que había ayudado mucho al desarrollo en Europa, y empezaron a quitar prestaciones, lo que aquí sucedió, de cómo empezaron a congelar los salarios, de cómo privatizaron las pensiones, cómo pusieron al mercado la salud, la educación, como si se tratara de una mercancía, un privilegio, cuando es un derecho.",competencia
"Entonces, todo eso política neoliberal afecta, y por eso también muchos quedaron impactados y no entienden que ya son otros tiempos y que nosotros llegamos para aplicar otra política, no la misma, si lo que se le da a la gente pobre o al pueblo en general le llaman populismo, paternalismo, pero lo que se le da, que era muchísimo, porque a los pobres no les daban nada, a los potentados, a eso le llamaban fomento o rescate. Entonces, ya cambió.",apoyo
"Y dicen: ‘¡Cómo se le va a estar entregando recursos a los pobres!’ Porque durante mucho tiempo engañaron, bueno, muchísimas mentiras, y hasta filosofaban, decían: ‘No les des un pescado, no les des un pez, enséñalos a pescar’, a los pobres, ¿no? Pero si no hay río y no hay pescado…",opinion
"El otro día estaba… Ayer, creo. Ya no vamos a tardar, ya nos vamos, pero es que es muy interesante, para que vayamos poniendo aquí todas las aberraciones que han elaborado los conservadores en su propósito de perjudicarnos.",competencia
"Hay una, no sé si ese sea su nombre, pero ya estoy apuntando, se llama Shion, tiene su página, y tiene una lista, pero yo creo que entre todos podemos irla enriqueciendo y hacerla más larga. Yo tengo muchas cosas que aportar sobre eso; por ejemplo, el que si aumentas el salario mínimo hay inflación, eso lo manejaron durante mucho tiempo; el problema de la falta de recaudación es porque los ambulantes no pagan impuestos, esa es otra; si llueve fuerte arriba, gotea abajo; el de la gasolina, no afecta que aumente el precio de la gasolina porque la mayoría de los mexicanos no tienen automóviles. Todas estas frases célebres de las eminencias del conservadurismo. Hasta a Sheridan vamos a meter ahí, que, por cierto, ya le di instrucciones a Alejandro…",economia
"Alejandro Encinas va a ver, va a buscar a Sheridan, porque dice que se sintió amenazado por el debate. De todas maneras, se les va a dar protección, para que no ande inquieto.",competencia
"‘El cerro estorba ―esto es cuando estábamos construyendo el aeropuerto de Santa Lucía, el ‘Felipe Ángeles’, que había un cerro— los aviones van a chocar, la torre está inclinada, el mar va a cambiar de color ―se acuerdan lo del Tren Maya, ¿no? que ya no iba a haber azul turquesa―, la revocación del mandato es para reelegirse, compren dólares’.",economia
"Ah, esta también es muy buena: ‘El petróleo ya no se usa’, esta también fue una eminencia el que dijo esto.",economia
" Ah, parece que ayer hubo un enfrentamiento —hoy en la mañana, temprano nos informaron— y perdió la vida el dirigente de este grupo. Fue una acción conjunta, creo que en este caso intervino la Fiscalía General de la República con la policía estatal, esto en Ciudad Juárez. Esta es la información que nos dieron hoy en la mañana, pero seguramente va a informar el gobierno de Chihuahua.",seguridad
"Esto es buenísimo: ‘Si México no tuviera que cargar con Guerrero, Oaxaca y Chiapas, sería un país de desarrollo medio y potencia emergente’.",economia
"No, pero tiene varias, hay muchas. Pero los de las redes sociales son muy creativos para ir sacando estos textos.",competencia
"Miren, en efecto, de las dos mil 700 sucursales tenemos concluidas dos mil 69. Este es el informe de los ingenieros militares. En obra 210. Es decir, dos mil 279, tanto concluidas como en obras.",economia
"Ya con documentos, pero se están revisando los papeles para ver si son buenos los predios, 255; y predios pendientes de obtener, 210, estos a los que me refería.",economia
